epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,4266.7,0.80712,0.51307,1.05582,0.88768,0.92794,0.94837,0.7735,0.787,0.48148,1.02261,0.007822,0.007822,0.007822
46,4361.23,0.79712,0.51099,1.04982,0.89914,0.91861,0.9495,0.77342,0.79747,0.48448,1.02742,0.0077725,0.0077725,0.0077725
47,4455.66,0.79295,0.50174,1.05014,0.89622,0.92901,0.94505,0.76815,0.7988,0.49097,1.03388,0.007723,0.007723,0.007723
48,4550.17,0.79204,0.50327,1.04479,0.88095,0.92533,0.94878,0.77127,0.79399,0.48498,1.03057,0.0076735,0.0076735,0.0076735
49,4644.53,0.78218,0.49742,1.04168,0.86739,0.91816,0.94463,0.77031,0.78382,0.47569,1.02129,0.007624,0.007624,0.007624
50,4738.93,0.78808,0.5003,1.04666,0.89388,0.91883,0.94272,0.77018,0.78179,0.47723,1.02047,0.0075745,0.0075745,0.0075745
51,4833.44,0.7772,0.4928,1.03661,0.86921,0.9301,0.9522,0.7814,0.78004,0.47109,1.02279,0.007525,0.007525,0.007525
52,4927.91,0.77421,0.48763,1.03638,0.88045,0.92529,0.94583,0.77781,0.77156,0.46523,1.01806,0.0074755,0.0074755,0.0074755
53,5022.44,0.77221,0.48751,1.03434,0.90222,0.91852,0.95551,0.7868,0.77406,0.47051,1.02007,0.007426,0.007426,0.007426
54,5116.87,0.77285,0.48699,1.036,0.88415,0.92334,0.94795,0.77683,0.77117,0.46372,1.01855,0.0073765,0.0073765,0.0073765
55,5211.25,0.76779,0.48269,1.03188,0.87881,0.92887,0.94184,0.77374,0.7661,0.47105,1.01406,0.007327,0.007327,0.007327
56,5306.02,0.76564,0.48209,1.02667,0.88374,0.92448,0.94853,0.78318,0.77259,0.47536,1.01742,0.0072775,0.0072775,0.0072775
57,5400.38,0.75568,0.47771,1.02765,0.89968,0.91618,0.95036,0.77434,0.77257,0.46856,1.02157,0.007228,0.007228,0.007228
58,5494.75,0.75034,0.47321,1.01945,0.89256,0.91702,0.94451,0.77423,0.77219,0.46774,1.02272,0.0071785,0.0071785,0.0071785
59,5589.32,0.74882,0.47037,1.02264,0.87713,0.93024,0.94637,0.77514,0.77298,0.46502,1.0219,0.007129,0.007129,0.007129
60,5683.63,0.74457,0.46775,1.01753,0.87905,0.93059,0.94749,0.77539,0.76391,0.4605,1.017,0.0070795,0.0070795,0.0070795
61,5778.26,0.7421,0.46413,1.01598,0.89331,0.93131,0.95472,0.77606,0.77018,0.46057,1.01713,0.00703,0.00703,0.00703
62,5872.78,0.74161,0.4641,1.01542,0.90092,0.93858,0.95467,0.77834,0.76978,0.45655,1.01438,0.0069805,0.0069805,0.0069805
63,5967.24,0.73941,0.46134,1.01604,0.89636,0.93721,0.95404,0.78242,0.76857,0.45313,1.01728,0.006931,0.006931,0.006931
64,6061.73,0.73156,0.45763,1.01424,0.87857,0.93503,0.9537,0.78163,0.76855,0.45311,1.01708,0.0068815,0.0068815,0.0068815
65,6156.26,0.73309,0.45616,1.01589,0.88884,0.93375,0.94941,0.78122,0.7628,0.44948,1.01213,0.006832,0.006832,0.006832
66,6250.7,0.73942,0.46246,1.01732,0.8998,0.93462,0.95145,0.78436,0.76202,0.44841,1.01288,0.0067825,0.0067825,0.0067825
67,6345.26,0.72456,0.45172,1.00859,0.90314,0.93069,0.94283,0.77752,0.7651,0.45102,1.01619,0.006733,0.006733,0.006733
68,6439.84,0.72486,0.45141,1.00649,0.8815,0.93321,0.95085,0.78372,0.76392,0.45132,1.01544,0.0066835,0.0066835,0.0066835
69,6534.43,0.7209,0.45057,1.007,0.88109,0.93312,0.94896,0.78304,0.75775,0.4505,1.01028,0.006634,0.006634,0.006634
70,6629.04,0.7201,0.44696,1.0046,0.88781,0.93419,0.95175,0.78351,0.75622,0.44924,1.01046,0.0065845,0.0065845,0.0065845
71,6723.81,0.71238,0.4454,1.00213,0.8908,0.93358,0.94887,0.78244,0.75347,0.44444,1.00546,0.006535,0.006535,0.006535
72,6818.35,0.71442,0.44687,1.00246,0.88607,0.93248,0.95249,0.78574,0.75331,0.44526,1.00976,0.0064855,0.0064855,0.0064855
73,6912.76,0.70986,0.44216,0.99567,0.89857,0.92572,0.95188,0.78576,0.75023,0.44386,1.00697,0.006436,0.006436,0.006436
74,7007.4,0.70801,0.44134,0.99934,0.89642,0.92722,0.9539,0.78603,0.74831,0.44061,1.00666,0.0063865,0.0063865,0.0063865
75,7101.85,0.70161,0.43717,0.99246,0.87994,0.93421,0.95199,0.78981,0.751,0.44165,1.00649,0.006337,0.006337,0.006337
76,7196.42,0.69699,0.4326,0.99255,0.87654,0.9372,0.95532,0.79353,0.75068,0.44079,1.00673,0.0062875,0.0062875,0.0062875
77,7290.97,0.69992,0.43242,0.99485,0.88796,0.93141,0.95243,0.79698,0.74476,0.44291,1.00182,0.006238,0.006238,0.006238
78,7385.43,0.69425,0.42924,0.99176,0.89116,0.93587,0.95075,0.79645,0.74647,0.44423,1.00541,0.0061885,0.0061885,0.0061885
79,7480.03,0.69279,0.43237,0.99131,0.8839,0.93269,0.9474,0.78938,0.74728,0.44103,1.00689,0.006139,0.006139,0.006139
80,7574.62,0.69035,0.42932,0.99015,0.90275,0.93155,0.94806,0.79116,0.74712,0.43997,1.00652,0.0060895,0.0060895,0.0060895
81,7669.19,0.68524,0.42496,0.9855,0.89844,0.94256,0.94527,0.78485,0.74865,0.44029,1.00898,0.00604,0.00604,0.00604
82,7763.74,0.67775,0.42438,0.98403,0.89898,0.94297,0.94388,0.78364,0.74926,0.44131,1.01134,0.0059905,0.0059905,0.0059905
83,7858.21,0.68127,0.42127,0.98242,0.89829,0.9405,0.94845,0.78871,0.75072,0.44244,1.01164,0.005941,0.005941,0.005941
84,7952.7,0.68082,0.42429,0.9839,0.89205,0.93525,0.95106,0.7948,0.7495,0.44422,1.01136,0.0058915,0.0058915,0.0058915
85,8047.19,0.67725,0.4201,0.9828,0.88729,0.93531,0.95368,0.79469,0.74817,0.44502,1.00855,0.005842,0.005842,0.005842
86,8141.52,0.67733,0.42002,0.9848,0.89128,0.93424,0.95402,0.79483,0.74786,0.44124,1.01102,0.0057925,0.0057925,0.0057925
87,8235.97,0.67263,0.41875,0.97834,0.89008,0.93296,0.95656,0.79677,0.74524,0.43854,1.0099,0.005743,0.005743,0.005743
88,8330.38,0.67152,0.41804,0.98156,0.88378,0.9367,0.95464,0.79587,0.74477,0.43816,1.00958,0.0056935,0.0056935,0.0056935
89,8424.97,0.6663,0.41472,0.97573,0.89669,0.93469,0.95329,0.79594,0.74463,0.43586,1.00682,0.005644,0.005644,0.005644
90,8519.41,0.66646,0.41309,0.97739,0.89566,0.9341,0.95216,0.79767,0.74436,0.43277,1.00773,0.0055945,0.0055945,0.0055945
91,8614.02,0.65716,0.40934,0.97192,0.88248,0.93839,0.95526,0.79787,0.7441,0.43185,1.00698,0.005545,0.005545,0.005545
92,8708.76,0.65479,0.407,0.97196,0.88989,0.93538,0.95874,0.80105,0.74323,0.43044,1.00627,0.0054955,0.0054955,0.0054955
93,8803.26,0.6542,0.4052,0.97135,0.88952,0.93799,0.95988,0.80176,0.74237,0.43192,1.006,0.005446,0.005446,0.005446
94,8897.91,0.65363,0.40526,0.96918,0.88558,0.94583,0.96011,0.80348,0.74215,0.43046,1.00574,0.0053965,0.0053965,0.0053965
95,8992.33,0.64528,0.399,0.96441,0.88769,0.9438,0.95942,0.80026,0.74157,0.43063,1.00565,0.005347,0.005347,0.005347
96,9086.67,0.64566,0.40194,0.96629,0.88817,0.94456,0.96034,0.80064,0.74121,0.42895,1.00612,0.0052975,0.0052975,0.0052975
97,9181.16,0.64606,0.40106,0.9679,0.88145,0.94612,0.96095,0.80443,0.74077,0.42711,1.00652,0.005248,0.005248,0.005248
98,9275.55,0.64519,0.39964,0.96622,0.88392,0.94515,0.96092,0.80559,0.74077,0.42699,1.00728,0.0051985,0.0051985,0.0051985
99,9370.11,0.64323,0.40003,0.96483,0.88393,0.94716,0.96087,0.80339,0.74055,0.4263,1.00736,0.005149,0.005149,0.005149
100,9464.7,0.6384,0.3961,0.96274,0.88388,0.94418,0.96082,0.80416,0.74079,0.42656,1.00757,0.0050995,0.0050995,0.0050995
101,9559.01,0.63818,0.3965,0.96348,0.88182,0.94431,0.96076,0.80217,0.74081,0.4248,1.00865,0.00505,0.00505,0.00505
102,9653.81,0.63615,0.3926,0.96211,0.88641,0.94276,0.96008,0.80202,0.741,0.42555,1.00868,0.0050005,0.0050005,0.0050005
103,9748.31,0.62936,0.38864,0.95817,0.87726,0.94248,0.95966,0.80168,0.74128,0.427,1.00964,0.004951,0.004951,0.004951
104,9842.64,0.62522,0.38828,0.9564,0.88281,0.93776,0.95922,0.80301,0.74192,0.42684,1.01051,0.0049015,0.0049015,0.0049015
105,9937.11,0.62643,0.38581,0.95655,0.88398,0.94311,0.95881,0.80329,0.74186,0.42722,1.01152,0.004852,0.004852,0.004852
106,10031.5,0.62263,0.386,0.95574,0.90373,0.93038,0.95872,0.80357,0.74132,0.42788,1.01107,0.0048025,0.0048025,0.0048025
107,10125.9,0.62293,0.38343,0.95481,0.89567,0.94187,0.95855,0.80277,0.74114,0.42755,1.0117,0.004753,0.004753,0.004753
108,10220.4,0.6226,0.38443,0.95529,0.89914,0.93863,0.95712,0.80295,0.74098,0.42707,1.01182,0.0047035,0.0047035,0.0047035
109,10314.8,0.61921,0.38014,0.95116,0.90056,0.93755,0.95676,0.80127,0.74073,0.42635,1.01176,0.004654,0.004654,0.004654
110,10409.1,0.61137,0.38129,0.95015,0.90618,0.93733,0.95601,0.79925,0.74031,0.4262,1.01182,0.0046045,0.0046045,0.0046045
111,10503.7,0.61001,0.37934,0.94787,0.90241,0.93749,0.95271,0.79643,0.73986,0.42684,1.01173,0.004555,0.004555,0.004555
112,10598.1,0.60481,0.37442,0.95009,0.90214,0.94043,0.95306,0.79537,0.73972,0.42678,1.01171,0.0045055,0.0045055,0.0045055
113,10692.5,0.61067,0.3779,0.94791,0.89508,0.94304,0.95287,0.79384,0.73929,0.42681,1.01109,0.004456,0.004456,0.004456
114,10786.9,0.61137,0.37909,0.94877,0.90161,0.94236,0.95267,0.79595,0.73935,0.42615,1.01183,0.0044065,0.0044065,0.0044065
115,10881.3,0.60767,0.37605,0.94513,0.90448,0.94197,0.954,0.79727,0.73936,0.42625,1.01197,0.004357,0.004357,0.004357
116,10975.6,0.60376,0.37243,0.94387,0.90363,0.94058,0.95394,0.79741,0.73966,0.42642,1.01218,0.0043075,0.0043075,0.0043075
117,11070,0.60077,0.37215,0.94181,0.90493,0.94172,0.95408,0.79859,0.73967,0.42686,1.01243,0.004258,0.004258,0.004258
118,11164.6,0.59765,0.37012,0.9412,0.90538,0.94122,0.95415,0.79871,0.73997,0.42661,1.01288,0.0042085,0.0042085,0.0042085
119,11259.2,0.59663,0.36812,0.93997,0.90363,0.94516,0.95371,0.79785,0.73957,0.42648,1.01243,0.004159,0.004159,0.004159
120,11353.6,0.59231,0.36743,0.94125,0.90543,0.94244,0.95367,0.79752,0.73931,0.4268,1.0125,0.0041095,0.0041095,0.0041095
121,11448.2,0.58793,0.36409,0.93419,0.90145,0.94431,0.95352,0.79809,0.73939,0.42693,1.0129,0.00406,0.00406,0.00406
122,11542.7,0.58925,0.36652,0.93671,0.90215,0.94451,0.95328,0.79857,0.73918,0.42689,1.01247,0.0040105,0.0040105,0.0040105
123,11637.3,0.59139,0.36649,0.93847,0.90327,0.94416,0.95354,0.79835,0.73901,0.42682,1.01271,0.003961,0.003961,0.003961
124,11731.5,0.58359,0.36075,0.93714,0.9023,0.94345,0.95334,0.79871,0.73894,0.4271,1.01302,0.0039115,0.0039115,0.0039115
125,11826,0.5824,0.3623,0.93627,0.90334,0.94373,0.95323,0.79849,0.73906,0.4267,1.01337,0.003862,0.003862,0.003862
126,11920.3,0.58382,0.36112,0.93533,0.90327,0.94324,0.95318,0.7982,0.73919,0.42704,1.01393,0.0038125,0.0038125,0.0038125
127,12014.9,0.57609,0.35919,0.93488,0.90276,0.94386,0.95295,0.79816,0.73964,0.42725,1.0144,0.003763,0.003763,0.003763
128,12109.3,0.57807,0.36171,0.93223,0.90269,0.9443,0.95315,0.79791,0.73999,0.42682,1.01479,0.0037135,0.0037135,0.0037135
