epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2655.42,0.89322,0.58346,1.1068,0.86426,0.89156,0.92465,0.72894,0.87085,0.56834,1.07988,0.008812,0.008812,0.008812
26,2762.03,0.89304,0.58079,1.10618,0.8834,0.91341,0.93943,0.73461,0.85936,0.54766,1.06314,0.0087625,0.0087625,0.0087625
27,2867.41,0.88013,0.57311,1.0969,0.90071,0.89843,0.93946,0.74286,0.85367,0.54892,1.07006,0.008713,0.008713,0.008713
28,2973.66,0.86951,0.57097,1.09738,0.87071,0.89088,0.9326,0.74204,0.87039,0.5547,1.07835,0.0086635,0.0086635,0.0086635
29,3079.19,0.86893,0.56451,1.08849,0.86622,0.90198,0.93022,0.7382,0.85566,0.5492,1.06155,0.008614,0.008614,0.008614
30,3184.97,0.86336,0.55935,1.09044,0.86684,0.92,0.94387,0.74183,0.85974,0.53076,1.0626,0.0085645,0.0085645,0.0085645
31,3292.51,0.85739,0.5534,1.08331,0.87128,0.9102,0.93397,0.73735,0.85247,0.54198,1.0647,0.008515,0.008515,0.008515
32,3393.48,0.84928,0.55141,1.07892,0.87636,0.92109,0.9464,0.74831,0.84973,0.53416,1.06293,0.0084655,0.0084655,0.0084655
33,3485.32,0.84627,0.54338,1.08042,0.87831,0.90093,0.9325,0.73726,0.83371,0.52633,1.05202,0.008416,0.008416,0.008416
34,3575.76,0.84646,0.54446,1.07854,0.90289,0.88058,0.93374,0.73589,0.84491,0.53427,1.06018,0.0083665,0.0083665,0.0083665
35,3665.7,0.83693,0.53388,1.07219,0.87813,0.90656,0.94619,0.75345,0.83262,0.52188,1.06372,0.008317,0.008317,0.008317
36,3755.72,0.83283,0.53266,1.07346,0.87532,0.91146,0.92792,0.74312,0.81696,0.50896,1.04552,0.0082675,0.0082675,0.0082675
37,3845.61,0.83024,0.52871,1.0705,0.89738,0.91048,0.94341,0.75652,0.82088,0.51393,1.05021,0.008218,0.008218,0.008218
38,3935.72,0.82347,0.52363,1.06602,0.90998,0.91155,0.94815,0.75747,0.82232,0.51468,1.05504,0.0081685,0.0081685,0.0081685
39,4025.8,0.81744,0.51857,1.06056,0.8694,0.92357,0.94783,0.76932,0.81144,0.50811,1.04191,0.008119,0.008119,0.008119
40,4115.96,0.81123,0.5159,1.05681,0.885,0.92123,0.94318,0.75695,0.81038,0.50836,1.04063,0.0080695,0.0080695,0.0080695
41,4206.16,0.80588,0.51294,1.05165,0.8971,0.9136,0.93996,0.75154,0.82115,0.50469,1.04681,0.00802,0.00802,0.00802
42,4296.37,0.79832,0.50897,1.04877,0.88932,0.93502,0.95012,0.76344,0.81645,0.49482,1.0452,0.0079705,0.0079705,0.0079705
43,4386.5,0.79805,0.50521,1.04781,0.89685,0.91949,0.94751,0.76346,0.80488,0.49391,1.04483,0.007921,0.007921,0.007921
44,4476.51,0.79141,0.49591,1.04591,0.89232,0.92847,0.9497,0.75404,0.80604,0.49559,1.04294,0.0078715,0.0078715,0.0078715
45,4566.75,0.79251,0.50238,1.0477,0.886,0.92707,0.95308,0.7685,0.80853,0.49485,1.05121,0.007822,0.007822,0.007822
46,4657.42,0.78074,0.49566,1.04128,0.90672,0.92778,0.94781,0.76473,0.80562,0.48781,1.04431,0.0077725,0.0077725,0.0077725
47,4748.27,0.7784,0.48821,1.04226,0.88201,0.93455,0.94588,0.77154,0.8108,0.49199,1.04137,0.007723,0.007723,0.007723
48,4839,0.77781,0.4907,1.03503,0.90592,0.91398,0.9475,0.77007,0.8072,0.48873,1.04276,0.0076735,0.0076735,0.0076735
49,4929.85,0.77141,0.48601,1.03406,0.88678,0.92696,0.95012,0.76572,0.80551,0.49314,1.04184,0.007624,0.007624,0.007624
50,5020.63,0.77121,0.48624,1.03799,0.90424,0.91526,0.94271,0.76339,0.80169,0.49207,1.04351,0.0075745,0.0075745,0.0075745
51,5111.45,0.76153,0.4792,1.02854,0.8795,0.93321,0.94239,0.76649,0.80073,0.48746,1.04361,0.007525,0.007525,0.007525
52,5202.23,0.75626,0.47373,1.02378,0.89879,0.9286,0.94513,0.75864,0.80922,0.48947,1.04815,0.0074755,0.0074755,0.0074755
53,5293.13,0.75965,0.47831,1.02663,0.90892,0.92515,0.94,0.75843,0.79826,0.48175,1.04143,0.007426,0.007426,0.007426
54,5383.98,0.75434,0.473,1.02518,0.90529,0.92789,0.95405,0.77683,0.79631,0.4758,1.04213,0.0073765,0.0073765,0.0073765
55,5474.59,0.75102,0.46966,1.02149,0.8977,0.92826,0.95061,0.77077,0.79538,0.47442,1.04035,0.007327,0.007327,0.007327
56,5565.44,0.74904,0.47082,1.01737,0.89296,0.9292,0.95145,0.76795,0.79732,0.47989,1.04144,0.0072775,0.0072775,0.0072775
57,5656.28,0.74015,0.46365,1.01796,0.89092,0.92739,0.95351,0.78169,0.79183,0.47408,1.03384,0.007228,0.007228,0.007228
58,5747.04,0.7369,0.46223,1.01286,0.90861,0.93197,0.94881,0.77298,0.78646,0.46922,1.03387,0.0071785,0.0071785,0.0071785
59,5837.83,0.73315,0.45556,1.01281,0.90041,0.93802,0.95351,0.77409,0.78761,0.46949,1.03912,0.007129,0.007129,0.007129
60,5928.55,0.7292,0.4557,1.00903,0.89707,0.93755,0.94782,0.77597,0.78463,0.46785,1.0412,0.0070795,0.0070795,0.0070795
61,6019.24,0.7284,0.45513,1.00752,0.89295,0.93627,0.95315,0.77904,0.78586,0.47418,1.03556,0.00703,0.00703,0.00703
62,6109.88,0.72772,0.45264,1.00946,0.90032,0.93462,0.94368,0.76918,0.78851,0.46988,1.03657,0.0069805,0.0069805,0.0069805
63,6200.4,0.72202,0.44899,1.00618,0.90204,0.93036,0.9429,0.77398,0.78677,0.47172,1.03783,0.006931,0.006931,0.006931
64,6291.2,0.72275,0.45163,1.00828,0.89093,0.93235,0.94691,0.76895,0.79204,0.47408,1.03864,0.0068815,0.0068815,0.0068815
65,6390.89,0.71826,0.44575,1.00777,0.89578,0.93283,0.95063,0.77727,0.79374,0.46654,1.04205,0.006832,0.006832,0.006832
66,6495.92,0.7224,0.45104,1.0074,0.90186,0.93746,0.95151,0.77761,0.78885,0.46405,1.03829,0.0067825,0.0067825,0.0067825
67,6601.1,0.70838,0.44098,1.00093,0.90545,0.94214,0.95137,0.77713,0.78478,0.46137,1.03951,0.006733,0.006733,0.006733
68,6705.95,0.71078,0.43994,1.00029,0.90146,0.93301,0.95064,0.77744,0.78395,0.45848,1.04106,0.0066835,0.0066835,0.0066835
69,6810.55,0.70516,0.44026,0.9993,0.9008,0.93012,0.94945,0.78092,0.78664,0.46137,1.04123,0.006634,0.006634,0.006634
70,6915.18,0.70672,0.43661,0.99643,0.90344,0.93028,0.95406,0.78751,0.78012,0.46448,1.03274,0.0065845,0.0065845,0.0065845
71,7015.92,0.70052,0.43467,0.99599,0.9,0.93446,0.9547,0.79362,0.779,0.45875,1.03266,0.006535,0.006535,0.006535
72,7115.33,0.69816,0.43547,0.99286,0.9029,0.93879,0.95371,0.79202,0.77373,0.45888,1.0289,0.0064855,0.0064855,0.0064855
73,7231.49,0.69568,0.43131,0.98865,0.8852,0.93619,0.94792,0.78159,0.7791,0.46178,1.03361,0.006436,0.006436,0.006436
74,7351.91,0.69405,0.43239,0.99174,0.9017,0.934,0.94732,0.78578,0.77814,0.46214,1.03277,0.0063865,0.0063865,0.0063865
75,7476.27,0.68834,0.42678,0.9841,0.90053,0.93439,0.94455,0.78287,0.77699,0.45973,1.03163,0.006337,0.006337,0.006337
76,7600.91,0.68379,0.42495,0.98659,0.90092,0.93539,0.94496,0.77974,0.77613,0.45872,1.03528,0.0062875,0.0062875,0.0062875
77,7743.68,0.68558,0.42592,0.98691,0.90188,0.93641,0.94381,0.77561,0.77921,0.45786,1.03759,0.006238,0.006238,0.006238
78,7882.9,0.67831,0.42008,0.98453,0.89719,0.93529,0.94273,0.77471,0.77979,0.45986,1.03661,0.0061885,0.0061885,0.0061885
79,8020.87,0.67797,0.42161,0.98389,0.89755,0.93335,0.94383,0.77612,0.7777,0.46033,1.03607,0.006139,0.006139,0.006139
80,8159.93,0.67423,0.41745,0.98141,0.89793,0.92523,0.942,0.77262,0.77222,0.45943,1.03125,0.0060895,0.0060895,0.0060895
81,8298.77,0.67056,0.41669,0.97801,0.88807,0.93192,0.94122,0.77311,0.77074,0.45671,1.0313,0.00604,0.00604,0.00604
82,8435.24,0.67177,0.41719,0.97966,0.89464,0.92975,0.9436,0.77681,0.77365,0.4554,1.03423,0.0059905,0.0059905,0.0059905
83,8570.5,0.66894,0.4146,0.977,0.88956,0.93302,0.94161,0.77694,0.77501,0.45601,1.03616,0.005941,0.005941,0.005941
84,8708.04,0.66571,0.41468,0.97636,0.90116,0.9209,0.94113,0.77379,0.77589,0.4535,1.03595,0.0058915,0.0058915,0.0058915
85,8841.9,0.66159,0.40954,0.97475,0.89194,0.92914,0.94278,0.77262,0.77495,0.44981,1.03643,0.005842,0.005842,0.005842
86,8977.56,0.6621,0.40843,0.97676,0.89443,0.93201,0.94108,0.77314,0.77644,0.45263,1.03909,0.0057925,0.0057925,0.0057925
87,9114.42,0.66044,0.40661,0.97258,0.90034,0.9357,0.94348,0.77726,0.77496,0.45216,1.03958,0.005743,0.005743,0.005743
88,9233.12,0.6606,0.40951,0.97625,0.90262,0.93424,0.94409,0.78185,0.77371,0.45163,1.0383,0.0056935,0.0056935,0.0056935
89,9341.31,0.65725,0.40864,0.97254,0.89617,0.93282,0.94452,0.78278,0.7711,0.45013,1.03461,0.005644,0.005644,0.005644
90,9477.08,0.65486,0.40457,0.9725,0.8972,0.93539,0.94413,0.78464,0.76915,0.44943,1.03419,0.0055945,0.0055945,0.0055945
91,9616.35,0.64646,0.40026,0.96728,0.90067,0.93194,0.94504,0.78695,0.76732,0.4467,1.03354,0.005545,0.005545,0.005545
