epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,3574.2,0.88407,0.57811,1.13411,0.85939,0.89485,0.94072,0.72893,0.83838,0.5433,1.08597,0.009109,0.009109,0.009109
20,3753.07,0.87555,0.56879,1.12824,0.87038,0.91895,0.94353,0.74063,0.82051,0.52242,1.08431,0.0090595,0.0090595,0.0090595
21,3947.71,0.87203,0.56254,1.12595,0.83939,0.91577,0.93961,0.74369,0.81949,0.53273,1.0808,0.00901,0.00901,0.00901
22,4137.81,0.86353,0.55393,1.12455,0.87775,0.91098,0.94973,0.76435,0.81609,0.51406,1.06641,0.0089605,0.0089605,0.0089605
23,4332.51,0.85132,0.54832,1.1097,0.90309,0.91554,0.94613,0.73894,0.82887,0.52706,1.08506,0.008911,0.008911,0.008911
24,4523.51,0.84669,0.54724,1.11021,0.88194,0.90739,0.93722,0.73649,0.81857,0.51856,1.0696,0.0088615,0.0088615,0.0088615
25,4721.9,0.83093,0.52878,1.10287,0.86832,0.9025,0.9427,0.75444,0.80751,0.50631,1.06206,0.008812,0.008812,0.008812
26,4898.85,0.82553,0.5257,1.09537,0.87703,0.91913,0.93283,0.74437,0.80168,0.49518,1.07585,0.0087625,0.0087625,0.0087625
27,5082.36,0.81437,0.51628,1.09008,0.90161,0.914,0.94481,0.75578,0.79696,0.49619,1.0689,0.008713,0.008713,0.008713
28,5260.96,0.81209,0.51119,1.09337,0.84626,0.91203,0.93867,0.76257,0.79541,0.48505,1.06274,0.0086635,0.0086635,0.0086635
29,5444.82,0.80498,0.50595,1.08362,0.89042,0.93381,0.94976,0.77162,0.79513,0.48732,1.05449,0.008614,0.008614,0.008614
30,5624.13,0.79809,0.50497,1.0815,0.89369,0.91332,0.94368,0.75987,0.79739,0.47991,1.06441,0.0085645,0.0085645,0.0085645
31,5800.67,0.79413,0.49928,1.07734,0.87025,0.94716,0.94962,0.76767,0.7768,0.47973,1.05375,0.008515,0.008515,0.008515
32,5979.22,0.78632,0.49332,1.07054,0.89709,0.93287,0.95118,0.76865,0.78505,0.48458,1.05073,0.0084655,0.0084655,0.0084655
33,6166.13,0.77884,0.49223,1.07336,0.87749,0.90214,0.9462,0.76584,0.78303,0.48453,1.05137,0.008416,0.008416,0.008416
34,6348.3,0.77575,0.48752,1.06315,0.88003,0.92022,0.95703,0.78077,0.77165,0.4823,1.05009,0.0083665,0.0083665,0.0083665
35,6535.73,0.76668,0.47803,1.05742,0.90133,0.92941,0.95109,0.78085,0.77157,0.46561,1.04459,0.008317,0.008317,0.008317
36,6715.45,0.76197,0.47884,1.06003,0.90136,0.9452,0.95604,0.77863,0.77017,0.46784,1.05086,0.0082675,0.0082675,0.0082675
37,6900.64,0.75576,0.47078,1.05471,0.92262,0.90696,0.95318,0.77484,0.77943,0.46389,1.06224,0.008218,0.008218,0.008218
38,7078.62,0.75359,0.46474,1.05152,0.90579,0.91928,0.95226,0.79039,0.75911,0.46503,1.03538,0.0081685,0.0081685,0.0081685
39,7263.66,0.7459,0.46273,1.04799,0.89013,0.91811,0.94467,0.77111,0.77341,0.46718,1.05531,0.008119,0.008119,0.008119
40,7443.12,0.73659,0.45983,1.04566,0.8813,0.94409,0.94651,0.79126,0.75661,0.46215,1.04785,0.0080695,0.0080695,0.0080695
41,7624.82,0.738,0.45768,1.0452,0.91215,0.91748,0.95634,0.77731,0.76528,0.45946,1.04913,0.00802,0.00802,0.00802
42,7804.58,0.73021,0.4493,1.04108,0.9041,0.93884,0.94796,0.77829,0.75637,0.4501,1.05249,0.0079705,0.0079705,0.0079705
43,7988.5,0.73042,0.45149,1.04095,0.88347,0.93475,0.94771,0.78861,0.75001,0.45296,1.03938,0.007921,0.007921,0.007921
44,8167.95,0.7196,0.44461,1.03239,0.86967,0.92807,0.94007,0.77041,0.76247,0.45536,1.05008,0.0078715,0.0078715,0.0078715
45,8352.74,0.71832,0.44718,1.0358,0.90261,0.93363,0.95117,0.78716,0.75359,0.44644,1.04525,0.007822,0.007822,0.007822
46,8531.56,0.71481,0.44269,1.02762,0.9016,0.93444,0.95401,0.78797,0.74751,0.4464,1.03881,0.0077725,0.0077725,0.0077725
47,8718.46,0.70589,0.43548,1.02165,0.89262,0.9233,0.95444,0.7993,0.7479,0.43473,1.04385,0.007723,0.007723,0.007723
48,8897.01,0.70173,0.43116,1.01995,0.90071,0.92641,0.95456,0.79619,0.75079,0.44147,1.03737,0.0076735,0.0076735,0.0076735
49,9078.97,0.69728,0.4296,1.01609,0.89602,0.92633,0.95125,0.78966,0.74747,0.43724,1.0416,0.007624,0.007624,0.007624
50,9257.45,0.69133,0.4235,1.01039,0.90447,0.93102,0.95521,0.80041,0.73523,0.43568,1.02961,0.0075745,0.0075745,0.0075745
51,9441.57,0.69527,0.42611,1.01618,0.89308,0.92927,0.96023,0.79563,0.74112,0.42902,1.04224,0.007525,0.007525,0.007525
52,9620.11,0.68675,0.41938,1.01217,0.90018,0.93005,0.95137,0.79493,0.74027,0.4271,1.05059,0.0074755,0.0074755,0.0074755
53,9807.2,0.68523,0.42211,1.01253,0.90125,0.92856,0.95033,0.78819,0.74722,0.43089,1.04846,0.007426,0.007426,0.007426
54,9985.63,0.67863,0.41438,1.0062,0.89812,0.92663,0.95337,0.7903,0.73322,0.42895,1.03916,0.0073765,0.0073765,0.0073765
55,10169.7,0.67715,0.41474,1.00749,0.91431,0.93566,0.95636,0.79865,0.73436,0.4212,1.0407,0.007327,0.007327,0.007327
56,10346.3,0.67038,0.41019,1.00411,0.88346,0.93166,0.95752,0.80571,0.73541,0.42717,1.03756,0.0072775,0.0072775,0.0072775
57,10527.6,0.66987,0.40933,1.004,0.90121,0.93403,0.95526,0.80288,0.73147,0.42553,1.03125,0.007228,0.007228,0.007228
58,10703.8,0.66396,0.40692,0.99985,0.91735,0.92753,0.95725,0.79727,0.72811,0.42649,1.03376,0.0071785,0.0071785,0.0071785
59,10883.5,0.66461,0.40616,0.99871,0.90865,0.93822,0.95906,0.80094,0.73175,0.41887,1.03347,0.007129,0.007129,0.007129
60,11059.6,0.65869,0.40251,0.99823,0.90599,0.94066,0.95579,0.80389,0.73215,0.42285,1.04288,0.0070795,0.0070795,0.0070795
61,11239.8,0.65598,0.40307,0.9913,0.91242,0.92999,0.95491,0.80778,0.73408,0.41893,1.03951,0.00703,0.00703,0.00703
62,11419.5,0.65538,0.39746,0.99391,0.90428,0.93994,0.95548,0.79885,0.7327,0.41447,1.03625,0.0069805,0.0069805,0.0069805
63,11595.9,0.6471,0.39571,0.98832,0.90497,0.93361,0.95704,0.79662,0.72683,0.41294,1.03208,0.006931,0.006931,0.006931
64,11772.3,0.64545,0.39475,0.98958,0.9157,0.93048,0.95234,0.79657,0.72561,0.41224,1.03743,0.0068815,0.0068815,0.0068815
65,11952.4,0.64508,0.39405,0.98932,0.89326,0.94542,0.95213,0.79337,0.72335,0.41213,1.03565,0.006832,0.006832,0.006832
66,12132.3,0.64302,0.3927,0.99009,0.90006,0.93528,0.95337,0.80027,0.72574,0.41377,1.03886,0.0067825,0.0067825,0.0067825
67,12312.5,0.63268,0.38727,0.9823,0.87705,0.94418,0.95412,0.80284,0.72903,0.41239,1.04011,0.006733,0.006733,0.006733
68,12489.4,0.63599,0.38852,0.98159,0.89119,0.94397,0.95365,0.80151,0.72448,0.41496,1.03308,0.0066835,0.0066835,0.0066835
69,12676.5,0.63272,0.38445,0.98054,0.89792,0.9393,0.9499,0.79641,0.71915,0.41409,1.03574,0.006634,0.006634,0.006634
70,12856.2,0.62274,0.37899,0.97626,0.89857,0.93838,0.95149,0.80125,0.71537,0.4174,1.03456,0.0065845,0.0065845,0.0065845
71,13032.5,0.62966,0.38411,0.97798,0.90358,0.93835,0.94999,0.80252,0.71961,0.41138,1.03339,0.006535,0.006535,0.006535
72,13212.2,0.62042,0.37974,0.97459,0.90048,0.93501,0.95387,0.80654,0.71428,0.4106,1.03219,0.0064855,0.0064855,0.0064855
73,13393.5,0.6186,0.37538,0.97474,0.89929,0.93725,0.95461,0.8041,0.71579,0.40877,1.03632,0.006436,0.006436,0.006436
74,13575.3,0.61641,0.37771,0.97147,0.9051,0.93747,0.94802,0.80037,0.71613,0.41159,1.03761,0.0063865,0.0063865,0.0063865
75,13757,0.60872,0.37165,0.96585,0.91411,0.9387,0.94685,0.79939,0.71259,0.40585,1.03082,0.006337,0.006337,0.006337
76,13935,0.60477,0.369,0.96575,0.89906,0.9407,0.94856,0.80298,0.71108,0.40408,1.03034,0.0062875,0.0062875,0.0062875
77,14111.3,0.60487,0.36815,0.969,0.90652,0.94029,0.95697,0.81013,0.70703,0.40359,1.02764,0.006238,0.006238,0.006238
78,14287.3,0.60051,0.36799,0.96489,0.90129,0.93917,0.95302,0.80774,0.705,0.40526,1.02599,0.0061885,0.0061885,0.0061885
79,14463.7,0.60099,0.36765,0.96058,0.90702,0.94143,0.95158,0.80331,0.7061,0.40375,1.02691,0.006139,0.006139,0.006139
80,14640.2,0.59777,0.36196,0.95914,0.90142,0.93883,0.94918,0.80244,0.7063,0.40292,1.03099,0.0060895,0.0060895,0.0060895
81,14816.4,0.5976,0.36158,0.96481,0.90283,0.93322,0.95087,0.8057,0.70381,0.40206,1.02984,0.00604,0.00604,0.00604
82,14996.3,0.59066,0.36148,0.95783,0.89951,0.94034,0.95212,0.80742,0.70519,0.40568,1.03164,0.0059905,0.0059905,0.0059905
83,15175.9,0.59039,0.3631,0.96013,0.90314,0.94243,0.9504,0.8026,0.71007,0.407,1.0379,0.005941,0.005941,0.005941
84,15354.2,0.58628,0.35684,0.95673,0.9087,0.94311,0.95136,0.80646,0.70796,0.40716,1.03593,0.0058915,0.0058915,0.0058915
85,15534.1,0.58785,0.3597,0.95659,0.90942,0.94352,0.95023,0.80734,0.70543,0.40444,1.03478,0.005842,0.005842,0.005842
86,15711.9,0.5826,0.35615,0.95324,0.90655,0.94383,0.94877,0.80722,0.70484,0.40281,1.03236,0.0057925,0.0057925,0.0057925
87,15888.1,0.58153,0.35271,0.95765,0.90589,0.94362,0.951,0.80567,0.70492,0.40213,1.03385,0.005743,0.005743,0.005743
88,16064.3,0.57819,0.35122,0.95328,0.90505,0.94438,0.94949,0.80472,0.70459,0.40248,1.03263,0.0056935,0.0056935,0.0056935
89,16243.9,0.57364,0.35102,0.95159,0.89889,0.94272,0.94721,0.8046,0.70245,0.40326,1.03078,0.005644,0.005644,0.005644
90,16423.5,0.57609,0.35064,0.95331,0.89543,0.94263,0.94791,0.80589,0.7026,0.40234,1.03137,0.0055945,0.0055945,0.0055945
91,16603.2,0.5717,0.34713,0.94811,0.89663,0.94084,0.94881,0.80607,0.70201,0.4011,1.03171,0.005545,0.005545,0.005545
92,16780.1,0.56442,0.34127,0.94639,0.90137,0.94534,0.94963,0.80833,0.701,0.40075,1.0302,0.0054955,0.0054955,0.0054955
93,16956.4,0.56439,0.34302,0.94514,0.9022,0.94311,0.95062,0.80936,0.7004,0.39892,1.03103,0.005446,0.005446,0.005446
94,17135.3,0.56621,0.34459,0.94591,0.91081,0.94132,0.95516,0.81443,0.69778,0.39749,1.02944,0.0053965,0.0053965,0.0053965
95,17315.2,0.56313,0.34373,0.94149,0.9041,0.94328,0.95458,0.81415,0.69684,0.39755,1.02926,0.005347,0.005347,0.005347
96,17494.6,0.55527,0.33833,0.93932,0.9083,0.94124,0.95273,0.81376,0.69707,0.39642,1.02991,0.0052975,0.0052975,0.0052975
97,17685.9,0.55561,0.33851,0.93988,0.91172,0.94001,0.95449,0.81702,0.6999,0.40027,1.03272,0.005248,0.005248,0.005248
98,17864.7,0.55071,0.33478,0.9353,0.90803,0.93969,0.95542,0.81724,0.70175,0.40019,1.03439,0.0051985,0.0051985,0.0051985
99,18046.2,0.55109,0.33448,0.93863,0.90906,0.9402,0.95757,0.81968,0.70294,0.40092,1.03421,0.005149,0.005149,0.005149
100,18223.1,0.55049,0.33404,0.93741,0.90584,0.94202,0.95846,0.82075,0.70368,0.39954,1.03452,0.0050995,0.0050995,0.0050995
101,18404.7,0.55023,0.33427,0.94019,0.91377,0.93689,0.95925,0.82273,0.70296,0.39615,1.03392,0.00505,0.00505,0.00505
102,18583.1,0.54397,0.33028,0.93206,0.91852,0.93475,0.95978,0.82306,0.70277,0.39608,1.03342,0.0050005,0.0050005,0.0050005
103,18770.3,0.53991,0.32934,0.93149,0.90661,0.93879,0.95904,0.8216,0.70271,0.39727,1.03434,0.004951,0.004951,0.004951
104,18949.8,0.53765,0.32849,0.93011,0.90624,0.94167,0.9587,0.82307,0.70248,0.39719,1.03449,0.0049015,0.0049015,0.0049015
105,19136.6,0.53624,0.32816,0.9329,0.90609,0.94219,0.95816,0.82305,0.7028,0.39781,1.03524,0.004852,0.004852,0.004852
106,19316.2,0.5365,0.32917,0.9335,0.90557,0.9437,0.95886,0.82362,0.7025,0.39763,1.0353,0.0048025,0.0048025,0.0048025
107,19492.6,0.53335,0.32721,0.93221,0.90501,0.93735,0.95826,0.82169,0.70327,0.39542,1.03537,0.004753,0.004753,0.004753
108,19671.5,0.53063,0.32484,0.92996,0.9004,0.93891,0.95688,0.82016,0.70348,0.39576,1.03562,0.0047035,0.0047035,0.0047035
109,19852.9,0.52483,0.32148,0.92261,0.89696,0.9461,0.95772,0.81959,0.70367,0.39543,1.03589,0.004654,0.004654,0.004654
110,20031.3,0.52752,0.32386,0.92521,0.8976,0.9457,0.95742,0.81857,0.70352,0.39693,1.03642,0.0046045,0.0046045,0.0046045
111,20210.9,0.52452,0.31996,0.92539,0.89391,0.9418,0.95661,0.81996,0.70288,0.39694,1.03583,0.004555,0.004555,0.004555
112,20389.3,0.5181,0.31621,0.92264,0.89363,0.94019,0.95636,0.81799,0.70268,0.39746,1.03539,0.0045055,0.0045055,0.0045055
113,20576.3,0.52197,0.31812,0.92348,0.89166,0.94528,0.95441,0.81673,0.7028,0.39748,1.03605,0.004456,0.004456,0.004456
114,20755.7,0.51837,0.3186,0.92434,0.89499,0.94352,0.95484,0.81874,0.70425,0.3983,1.03814,0.0044065,0.0044065,0.0044065
115,20935,0.5156,0.31693,0.91828,0.89722,0.94243,0.95494,0.81834,0.70512,0.39816,1.03898,0.004357,0.004357,0.004357
116,21111.4,0.51235,0.31422,0.91999,0.89452,0.93915,0.95436,0.81659,0.7058,0.39839,1.03963,0.0043075,0.0043075,0.0043075
117,21294.8,0.51337,0.31348,0.92004,0.89735,0.94113,0.95549,0.81681,0.70536,0.39794,1.03952,0.004258,0.004258,0.004258
118,21471.3,0.50388,0.31101,0.91494,0.89531,0.94502,0.95632,0.81641,0.70549,0.39806,1.03967,0.0042085,0.0042085,0.0042085
119,21651.3,0.50764,0.31124,0.91658,0.90025,0.94703,0.95692,0.82015,0.70507,0.39831,1.03941,0.004159,0.004159,0.004159
120,21831.4,0.5009,0.30793,0.91476,0.90128,0.94694,0.9555,0.81945,0.7046,0.39901,1.04019,0.0041095,0.0041095,0.0041095
121,22007.2,0.50434,0.3088,0.91569,0.90162,0.94673,0.95468,0.81789,0.70432,0.39865,1.04062,0.00406,0.00406,0.00406
122,22185.5,0.50088,0.3077,0.91486,0.90191,0.94644,0.95484,0.81773,0.70382,0.39898,1.04062,0.0040105,0.0040105,0.0040105
123,22373.8,0.49617,0.30457,0.91134,0.90243,0.94643,0.95463,0.81755,0.70286,0.3986,1.03963,0.003961,0.003961,0.003961
124,22556.8,0.49529,0.30411,0.91213,0.90207,0.94652,0.95445,0.81788,0.70234,0.398,1.039,0.0039115,0.0039115,0.0039115
125,22749.3,0.49659,0.30603,0.91195,0.90147,0.94554,0.95383,0.81747,0.70153,0.39697,1.03869,0.003862,0.003862,0.003862
126,22927.4,0.48942,0.30098,0.90836,0.90099,0.9453,0.9537,0.81762,0.70119,0.39679,1.03883,0.0038125,0.0038125,0.0038125
